side,error_type,move_number,san,move_san,count
Black,inaccuracy,30,Rxe2+,30. Rxe2+,1
Black,inaccuracy,30,Rxe5,30. Rxe5,1
Black,inaccuracy,30,Rxe7,30. Rxe7,1
Black,inaccuracy,30,Rxf2,30. Rxf2,1
Black,inaccuracy,30,Rxf3+,30. Rxf3+,1
Black,inaccuracy,30,Rxf6,30. Rxf6,1
Black,inaccuracy,30,Rxg8,30. Rxg8,1
Black,inaccuracy,30,a3,30. a3,1
Black,inaccuracy,30,axb4,30. axb4,1
Black,inaccuracy,30,b3,30. b3,1
Black,inaccuracy,30,c2,30. c2,1
Black,inaccuracy,30,cxd5,30. cxd5,1
Black,inaccuracy,30,d5,30. d5,1
Black,inaccuracy,30,dxc3+,30. dxc3+,1
Black,inaccuracy,30,e4,30. e4,1
Black,inaccuracy,30,f3,30. f3,1
Black,inaccuracy,30,fxe6,30. fxe6,1
Black,inaccuracy,30,g5+,30. g5+,1
Black,inaccuracy,30,gxf4,30. gxf4,1
Black,inaccuracy,30,gxf6,30. gxf6,1
Black,inaccuracy,30,hxg5,30. hxg5,1
Black,inaccuracy,31,Ba3,31. Ba3,1
Black,inaccuracy,31,Bb1,31. Bb1,1
Black,inaccuracy,31,Bb3,31. Bb3,1
Black,inaccuracy,31,Bb5,31. Bb5,1
Black,inaccuracy,31,Bb6,31. Bb6,1
Black,inaccuracy,31,Bc3,31. Bc3,1
Black,inaccuracy,31,Bd3,31. Bd3,1
Black,inaccuracy,31,Bd4,31. Bd4,1
Black,inaccuracy,31,Bd5,31. Bd5,1
Black,inaccuracy,31,Bd6,31. Bd6,1
Black,inaccuracy,31,Be2,31. Be2,1
Black,inaccuracy,31,Be4,31. Be4,1
Black,inaccuracy,31,Be7,31. Be7,1
Black,inaccuracy,31,Bg6,31. Bg6,1
Black,inaccuracy,31,Bh6+,31. Bh6+,1
Black,inaccuracy,31,Bxa3,31. Bxa3,1
Black,inaccuracy,31,Bxb3,31. Bxb3,1
Black,inaccuracy,31,Bxb8,31. Bxb8,1
Black,inaccuracy,31,Bxc3,31. Bxc3,1
Black,inaccuracy,31,Bxd1,31. Bxd1,1
Black,inaccuracy,31,Ka7,31. Ka7,1
Black,inaccuracy,31,Kb7,31. Kb7,1
Black,inaccuracy,31,Kc8,31. Kc8,1
Black,inaccuracy,31,Kd5,31. Kd5,1
Black,inaccuracy,31,Kd7,31. Kd7,1
Black,inaccuracy,31,Kd8,31. Kd8,1
Black,inaccuracy,31,Kg6,31. Kg6,1
Black,inaccuracy,31,Kh6,31. Kh6,1
Black,inaccuracy,31,Na4,31. Na4,1
Black,inaccuracy,31,Na7,31. Na7,1
Black,inaccuracy,31,Nb2,31. Nb2,1
Black,inaccuracy,31,Nb3,31. Nb3,1
Black,inaccuracy,31,Nc5,31. Nc5,1
Black,inaccuracy,31,Nc6,31. Nc6,1
Black,inaccuracy,31,Nd2,31. Nd2,1
Black,inaccuracy,31,Nd3,31. Nd3,1
Black,inaccuracy,31,Nd4,31. Nd4,1
Black,inaccuracy,31,Nd7,31. Nd7,1
Black,inaccuracy,31,Ne2,31. Ne2,1
Black,inaccuracy,31,Ne4,31. Ne4,1
Black,inaccuracy,31,Nef4+,31. Nef4+,1
Black,inaccuracy,31,Nf5,31. Nf5,1
Black,inaccuracy,31,Ng3,31. Ng3,1
Black,inaccuracy,31,Ng4+,31. Ng4+,1
Black,inaccuracy,31,Ng5,31. Ng5,1
Black,inaccuracy,31,Ng8,31. Ng8,1
Black,inaccuracy,31,Nh4,31. Nh4,1
Black,inaccuracy,31,Nh5,31. Nh5,1
Black,inaccuracy,31,Nxd1,31. Nxd1,1
Black,inaccuracy,31,Nxe1,31. Nxe1,1
Black,inaccuracy,31,Nxf5,31. Nxf5,1
Black,inaccuracy,31,Nxg4,31. Nxg4,1
Black,inaccuracy,31,Nxh2,31. Nxh2,1
Black,inaccuracy,31,Nxh3,31. Nxh3,1
Black,inaccuracy,31,Qa1,31. Qa1,1
Black,inaccuracy,31,Qa2,31. Qa2,1
Black,inaccuracy,31,Qa3,31. Qa3,1
Black,inaccuracy,31,Qa4,31. Qa4,1
Black,inaccuracy,31,Qb2,31. Qb2,1
Black,inaccuracy,31,Qb8,31. Qb8,1
Black,inaccuracy,31,Qc3,31. Qc3,1
Black,inaccuracy,31,Qc6,31. Qc6,1
Black,inaccuracy,31,Qc7,31. Qc7,1
Black,inaccuracy,31,Qd2,31. Qd2,1
Black,inaccuracy,31,Qe1,31. Qe1,1
Black,inaccuracy,31,Qe3,31. Qe3,1
Black,inaccuracy,31,Qe4+,31. Qe4+,1
Black,inaccuracy,31,Qe5+,31. Qe5+,1
Black,inaccuracy,31,Qf1,31. Qf1,1
Black,inaccuracy,31,Qf2+,31. Qf2+,1
Black,inaccuracy,31,Qg1+,31. Qg1+,1
Black,inaccuracy,31,Qg3,31. Qg3,1
Black,inaccuracy,31,Qg4,31. Qg4,1
Black,inaccuracy,31,Qh1+,31. Qh1+,1
Black,inaccuracy,31,Qh6,31. Qh6,1
Black,inaccuracy,31,Qxb4,31. Qxb4,1
Black,inaccuracy,31,Qxe4,31. Qxe4,1
Black,inaccuracy,31,Qxg5,31. Qxg5,1
Black,inaccuracy,31,R2c3,31. R2c3,1
Black,inaccuracy,31,R8e7,31. R8e7,1
Black,inaccuracy,31,Ra3,31. Ra3,1
Black,inaccuracy,31,Ra4,31. Ra4,1
Black,inaccuracy,31,Ra5,31. Ra5,1
Black,inaccuracy,31,Ra8,31. Ra8,1
Black,inaccuracy,31,Rab3,31. Rab3,1
Black,inaccuracy,31,Rab8,31. Rab8,1
Black,inaccuracy,31,Rad7,31. Rad7,1
Black,inaccuracy,31,Rad8,31. Rad8,1
Black,inaccuracy,31,Rb5,31. Rb5,1
Black,inaccuracy,31,Rb5+,31. Rb5+,1
Black,inaccuracy,31,Rb6,31. Rb6,1
Black,inaccuracy,31,Rbb3,31. Rbb3,1
Black,inaccuracy,31,Rc3+,31. Rc3+,1
Black,inaccuracy,31,Rc6,31. Rc6,1
Black,inaccuracy,31,Rc7,31. Rc7,1
Black,inaccuracy,31,Rd1+,31. Rd1+,1
Black,inaccuracy,31,Rd4,31. Rd4,1
Black,inaccuracy,31,Rd4+,31. Rd4+,1
Black,inaccuracy,31,Rd5,31. Rd5,1
Black,inaccuracy,31,Rd8,31. Rd8,1
Black,inaccuracy,31,Rd8+,31. Rd8+,1
Black,inaccuracy,31,Re3+,31. Re3+,1
Black,inaccuracy,31,Re4,31. Re4,1
Black,inaccuracy,31,Re6,31. Re6,1
Black,inaccuracy,31,Red8,31. Red8,1
Black,inaccuracy,31,Ree2,31. Ree2,1
Black,inaccuracy,31,Rf1+,31. Rf1+,1
Black,inaccuracy,31,Rf2,31. Rf2,1
Black,inaccuracy,31,Rf2+,31. Rf2+,1
Black,inaccuracy,31,Rf4,31. Rf4,1
Black,inaccuracy,31,Rf6+,31. Rf6+,1
Black,inaccuracy,31,Rf8+,31. Rf8+,1
Black,inaccuracy,31,Rfc8,31. Rfc8,1
Black,inaccuracy,31,Rfe2,31. Rfe2,1
Black,inaccuracy,31,Rg2,31. Rg2,1
Black,inaccuracy,31,Rg2+,31. Rg2+,1
Black,inaccuracy,31,Rg3,31. Rg3,1
Black,inaccuracy,31,Rg6,31. Rg6,1
Black,inaccuracy,31,Rg8,31. Rg8,1
Black,inaccuracy,31,Rh2+,31. Rh2+,1
Black,inaccuracy,31,Rh3,31. Rh3,1
Black,inaccuracy,31,Rh5,31. Rh5,1
Black,inaccuracy,31,Rxb2,31. Rxb2,1
Black,inaccuracy,31,Rxb2+,31. Rxb2+,1
Black,inaccuracy,31,Rxc1+,31. Rxc1+,1
Black,inaccuracy,31,Rxc8,31. Rxc8,1
Black,inaccuracy,31,Rxd4,31. Rxd4,1
Black,inaccuracy,31,Rxe8,31. Rxe8,1
Black,inaccuracy,31,Rxf2,31. Rxf2,1
Black,inaccuracy,31,Rxf3,31. Rxf3,1
Black,inaccuracy,31,Rxf8,31. Rxf8,1
Black,inaccuracy,31,Rxh2,31. Rxh2,1
Black,inaccuracy,31,Rxh2+,31. Rxh2+,1
Black,inaccuracy,31,a3,31. a3,1
Black,inaccuracy,31,a4,31. a4,1
Black,inaccuracy,31,a6,31. a6,1
Black,inaccuracy,31,b4,31. b4,1
Black,inaccuracy,31,b6,31. b6,1
Black,inaccuracy,31,bxc5,31. bxc5,1
Black,inaccuracy,31,c3+,31. c3+,1
Black,inaccuracy,31,cxb3,31. cxb3,1
Black,inaccuracy,31,d4+,31. d4+,1
Black,inaccuracy,31,d6,31. d6,1
Black,inaccuracy,31,dxc3,31. dxc3,1
Black,inaccuracy,31,e3,31. e3,1
Black,inaccuracy,31,exf4,31. exf4,1
Black,inaccuracy,31,f4,31. f4,1
Black,inaccuracy,31,fxe3,31. fxe3,1
Black,inaccuracy,31,fxg3+,31. fxg3+,1
Black,inaccuracy,31,fxg6,31. fxg6,1
Black,inaccuracy,31,g4,31. g4,1
Black,inaccuracy,31,h3,31. h3,1
Black,inaccuracy,31,h4,31. h4,1
Black,inaccuracy,31,hxg3,31. hxg3,1
Black,inaccuracy,32,Bb1,32. Bb1,1
Black,inaccuracy,32,Bb3,32. Bb3,1
Black,inaccuracy,32,Bb5,32. Bb5,1
Black,inaccuracy,32,Bb8,32. Bb8,1
Black,inaccuracy,32,Bc4,32. Bc4,1
Black,inaccuracy,32,Bc5,32. Bc5,1
Black,inaccuracy,32,Bc7,32. Bc7,1
Black,inaccuracy,32,Bd2,32. Bd2,1
Black,inaccuracy,32,Bd3,32. Bd3,1
Black,inaccuracy,32,Bd3+,32. Bd3+,1
Black,inaccuracy,32,Bd8,32. Bd8,1
Black,inaccuracy,32,Be1,32. Be1,1
Black,inaccuracy,32,Be2,32. Be2,1
Black,inaccuracy,32,Be2+,32. Be2+,1
Black,inaccuracy,32,Be3,32. Be3,1
Black,inaccuracy,32,Be4,32. Be4,1
Black,inaccuracy,32,Be6,32. Be6,1
Black,inaccuracy,32,Be8,32. Be8,1
Black,inaccuracy,32,Bf4,32. Bf4,1
Black,inaccuracy,32,Bf5+,32. Bf5+,1
Black,inaccuracy,32,Bf7,32. Bf7,1
Black,inaccuracy,32,Bf8,32. Bf8,1
Black,inaccuracy,32,Bg2,32. Bg2,1
Black,inaccuracy,32,Bg6,32. Bg6,1
Black,inaccuracy,32,Bh5,32. Bh5,1
Black,inaccuracy,32,Bxb3,32. Bxb3,1
Black,inaccuracy,32,Bxd4,32. Bxd4,1
Black,inaccuracy,32,Bxd6,32. Bxd6,1
Black,inaccuracy,32,Bxe3,32. Bxe3,1
Black,inaccuracy,32,Bxe4+,32. Bxe4+,1
Black,inaccuracy,32,Bxf6,32. Bxf6,1
Black,inaccuracy,32,Kb4,32. Kb4,1
Black,inaccuracy,32,Kb8,32. Kb8,1
Black,inaccuracy,32,Kd7,32. Kd7,1
Black,inaccuracy,32,Ke5,32. Ke5,1
Black,inaccuracy,32,Ke6,32. Ke6,1
Black,inaccuracy,32,Ke7,32. Ke7,1
Black,inaccuracy,32,Kh6,32. Kh6,1
Black,inaccuracy,32,Kxd3,32. Kxd3,1
Black,inaccuracy,32,Kxd6,32. Kxd6,1
Black,inaccuracy,32,Kxg8,32. Kxg8,1
Black,inaccuracy,32,Na4,32. Na4,1
Black,inaccuracy,32,Nb4,32. Nb4,1
Black,inaccuracy,32,Nb5,32. Nb5,1
Black,inaccuracy,32,Nc6,32. Nc6,1
Black,inaccuracy,32,Nd3,32. Nd3,1
Black,inaccuracy,32,Nd4,32. Nd4,1
Black,inaccuracy,32,Nd5,32. Nd5,1
Black,inaccuracy,32,Ne2,32. Ne2,1
Black,inaccuracy,32,Ne3+,32. Ne3+,1
Black,inaccuracy,32,Ne6,32. Ne6,1
Black,inaccuracy,32,Ne7,32. Ne7,1
Black,inaccuracy,32,Nf3+,32. Nf3+,1
Black,inaccuracy,32,Nf5,32. Nf5,1
Black,inaccuracy,32,Ng4,32. Ng4,1
Black,inaccuracy,32,Ng7,32. Ng7,1
Black,inaccuracy,32,Nxb4,32. Nxb4,1
Black,inaccuracy,32,Nxc5,32. Nxc5,1
Black,inaccuracy,32,Nxd4,32. Nxd4,1
Black,inaccuracy,32,Nxe3,32. Nxe3,1
Black,inaccuracy,32,Nxe4,32. Nxe4,1
Black,inaccuracy,32,Nxh2+,32. Nxh2+,1
Black,inaccuracy,32,Qa5,32. Qa5,1
Black,inaccuracy,32,Qa8,32. Qa8,1
Black,inaccuracy,32,Qb1+,32. Qb1+,1
Black,inaccuracy,32,Qb2,32. Qb2,1
Black,inaccuracy,32,Qb3,32. Qb3,1
Black,inaccuracy,32,Qb4,32. Qb4,1
Black,inaccuracy,32,Qb8,32. Qb8,1
Black,inaccuracy,32,Qc2,32. Qc2,1
Black,inaccuracy,32,Qc4,32. Qc4,1
Black,inaccuracy,32,Qc5,32. Qc5,1
Black,inaccuracy,32,Qc5+,32. Qc5+,1
Black,inaccuracy,32,Qc7,32. Qc7,1
Black,inaccuracy,32,Qc8,32. Qc8,1
Black,inaccuracy,32,Qd1,32. Qd1,1
Black,inaccuracy,32,Qd2,32. Qd2,1
Black,inaccuracy,32,Qd6,32. Qd6,1
Black,inaccuracy,32,Qe1,32. Qe1,1
Black,inaccuracy,32,Qe1+,32. Qe1+,1
Black,inaccuracy,32,Qe3,32. Qe3,1
Black,inaccuracy,32,Qe6,32. Qe6,1
Black,inaccuracy,32,Qe7,32. Qe7,1
Black,inaccuracy,32,Qf4+,32. Qf4+,1
Black,inaccuracy,32,Qg4,32. Qg4,1
Black,inaccuracy,32,Qxa3,32. Qxa3,1
Black,inaccuracy,32,Qxc2+,32. Qxc2+,1
Black,inaccuracy,32,Qxe6,32. Qxe6,1
Black,inaccuracy,32,Qxh5+,32. Qxh5+,1
Black,inaccuracy,32,R8d7,32. R8d7,1
Black,inaccuracy,32,Ra1+,32. Ra1+,1
Black,inaccuracy,32,Ra2,32. Ra2,1
Black,inaccuracy,32,Ra6,32. Ra6,1
Black,inaccuracy,32,Ra7,32. Ra7,1
Black,inaccuracy,32,Ra8,32. Ra8,1
Black,inaccuracy,32,Rb3+,32. Rb3+,1
Black,inaccuracy,32,Rb5,32. Rb5,1
Black,inaccuracy,32,Rbc8,32. Rbc8,1
Black,inaccuracy,32,Rc1,32. Rc1,1
Black,inaccuracy,32,Rc2+,32. Rc2+,1
Black,inaccuracy,32,Rc3,32. Rc3,1
Black,inaccuracy,32,Rc5+,32. Rc5+,1
Black,inaccuracy,32,Rc6,32. Rc6,1
Black,inaccuracy,32,Rd1,32. Rd1,1
Black,inaccuracy,32,Rd1+,32. Rd1+,1
Black,inaccuracy,32,Rd7,32. Rd7,1
Black,inaccuracy,32,Rdd8,32. Rdd8,1
Black,inaccuracy,32,Re2+,32. Re2+,1
Black,inaccuracy,32,Re3,32. Re3,1
Black,inaccuracy,32,Re3+,32. Re3+,1
Black,inaccuracy,32,Re7,32. Re7,1
Black,inaccuracy,32,Re8,32. Re8,1
Black,inaccuracy,32,Ree2,32. Ree2,1
Black,inaccuracy,32,Rf5,32. Rf5,1
Black,inaccuracy,32,Rf8,32. Rf8,1
Black,inaccuracy,32,Rff2,32. Rff2,1
Black,inaccuracy,32,Rh1,32. Rh1,1
Black,inaccuracy,32,Rh2,32. Rh2,1
Black,inaccuracy,32,Rh2+,32. Rh2+,1
Black,inaccuracy,32,Rh3,32. Rh3,1
Black,inaccuracy,32,Rh3+,32. Rh3+,1
Black,inaccuracy,32,Rh7,32. Rh7,1
Black,inaccuracy,32,Rh8,32. Rh8,1
Black,inaccuracy,32,Rxa2,32. Rxa2,1
Black,inaccuracy,32,Rxb2,32. Rxb2,1
Black,inaccuracy,32,Rxb2+,32. Rxb2+,1
Black,inaccuracy,32,Rxb8,32. Rxb8,1
Black,inaccuracy,32,Rxc1,32. Rxc1,1
Black,inaccuracy,32,Rxc3,32. Rxc3,1
Black,inaccuracy,32,Rxd1,32. Rxd1,1
Black,inaccuracy,32,Rxd1+,32. Rxd1+,1
Black,inaccuracy,32,Rxe5,32. Rxe5,1
Black,inaccuracy,32,Rxf2,32. Rxf2,1
Black,inaccuracy,32,Rxf2+,32. Rxf2+,1
Black,inaccuracy,32,Rxg2,32. Rxg2,1
Black,inaccuracy,32,Rxg2+,32. Rxg2+,1
Black,inaccuracy,32,Rxh2,32. Rxh2,1
Black,inaccuracy,32,a4,32. a4,1
Black,inaccuracy,32,a6,32. a6,1
Black,inaccuracy,32,axb4,32. axb4,1
Black,inaccuracy,32,b3,32. b3,1
Black,inaccuracy,32,b4,32. b4,1
Black,inaccuracy,32,bxa4,32. bxa4,1
Black,inaccuracy,32,bxa5,32. bxa5,1
Black,inaccuracy,32,c3,32. c3,1
Black,inaccuracy,32,c5,32. c5,1
Black,inaccuracy,32,cxb2,32. cxb2,1
Black,inaccuracy,32,cxb4,32. cxb4,1
Black,inaccuracy,32,d2,32. d2,1
Black,inaccuracy,32,d5,32. d5,1
Black,inaccuracy,32,dxc3,32. dxc3,1
Black,inaccuracy,32,dxc4,32. dxc4,1
Black,inaccuracy,32,gxf6,32. gxf6,1
Black,inaccuracy,32,gxh4,32. gxh4,1
Black,inaccuracy,32,h5,32. h5,1
Black,inaccuracy,32,hxg5,32. hxg5,1
Black,inaccuracy,33,Ba4,33. Ba4,1
Black,inaccuracy,33,Ba8,33. Ba8,1
Black,inaccuracy,33,Bb2,33. Bb2,1
Black,inaccuracy,33,Bb3,33. Bb3,1
Black,inaccuracy,33,Bb7,33. Bb7,1
Black,inaccuracy,33,Bc3,33. Bc3,1
Black,inaccuracy,33,Bc4,33. Bc4,1
Black,inaccuracy,33,Bd3,33. Bd3,1
Black,inaccuracy,33,Bd6,33. Bd6,1
Black,inaccuracy,33,Bd7,33. Bd7,1
Black,inaccuracy,33,Be5,33. Be5,1
Black,inaccuracy,33,Bf3,33. Bf3,1
Black,inaccuracy,33,Bf6,33. Bf6,1
Black,inaccuracy,33,Bf8,33. Bf8,1
Black,inaccuracy,33,Bg6,33. Bg6,1
Black,inaccuracy,33,Bh3,33. Bh3,1
Black,inaccuracy,33,Bh6+,33. Bh6+,1
Black,inaccuracy,33,Bxa3,33. Bxa3,1
Black,inaccuracy,33,Bxb5,33. Bxb5,1
Black,inaccuracy,33,Bxd4,33. Bxd4,1
Black,inaccuracy,33,Bxd5,33. Bxd5,1
Black,inaccuracy,33,Bxf2+,33. Bxf2+,1
Black,inaccuracy,33,Bxf5,33. Bxf5,1
Black,inaccuracy,33,Bxg2,33. Bxg2,1
Black,inaccuracy,33,Bxg4,33. Bxg4,1
Black,inaccuracy,33,Bxg5,33. Bxg5,1
Black,inaccuracy,33,Ka3,33. Ka3,1
Black,inaccuracy,33,Ka5,33. Ka5,1
Black,inaccuracy,33,Kc5,33. Kc5,1
Black,inaccuracy,33,Ke4,33. Ke4,1
Black,inaccuracy,33,Ke5,33. Ke5,1
Black,inaccuracy,33,Kf5,33. Kf5,1
Black,inaccuracy,33,Kf6,33. Kf6,1
Black,inaccuracy,33,Kg4,33. Kg4,1
Black,inaccuracy,33,Kh5,33. Kh5,1
Black,inaccuracy,33,Kxf8,33. Kxf8,1
Black,inaccuracy,33,Kxh2,33. Kxh2,1
Black,inaccuracy,33,Kxh7,33. Kxh7,1
Black,inaccuracy,33,Nb4,33. Nb4,1
Black,inaccuracy,33,Nb7,33. Nb7,1
Black,inaccuracy,33,Nc4,33. Nc4,1
Black,inaccuracy,33,Nc6,33. Nc6,1
Black,inaccuracy,33,Nd3,33. Nd3,1
Black,inaccuracy,33,Nd4,33. Nd4,1
Black,inaccuracy,33,Nd5,33. Nd5,1
Black,inaccuracy,33,Ne3+,33. Ne3+,1
Black,inaccuracy,33,Ne6,33. Ne6,1
Black,inaccuracy,33,Ne7,33. Ne7,1
Black,inaccuracy,33,Nf3+,33. Nf3+,1
Black,inaccuracy,33,Nf4,33. Nf4,1
Black,inaccuracy,33,Nf5,33. Nf5,1
Black,inaccuracy,33,Nf8,33. Nf8,1
Black,inaccuracy,33,Ng4,33. Ng4,1
Black,inaccuracy,33,Ng5+,33. Ng5+,1
Black,inaccuracy,33,Ngf7,33. Ngf7,1
Black,inaccuracy,33,Nxb1,33. Nxb1,1
Black,inaccuracy,33,Nxf4,33. Nxf4,1
Black,inaccuracy,33,Nxg2,33. Nxg2,1
Black,inaccuracy,33,Nxh3+,33. Nxh3+,1
Black,inaccuracy,33,Qa3,33. Qa3,1
Black,inaccuracy,33,Qa6,33. Qa6,1
Black,inaccuracy,33,Qa7,33. Qa7,1
Black,inaccuracy,33,Qb1+,33. Qb1+,1
Black,inaccuracy,33,Qb2+,33. Qb2+,1
Black,inaccuracy,33,Qb8,33. Qb8,1
Black,inaccuracy,33,Qc4,33. Qc4,1
Black,inaccuracy,33,Qc5+,33. Qc5+,1
Black,inaccuracy,33,Qc8,33. Qc8,1
Black,inaccuracy,33,Qd1,33. Qd1,1
Black,inaccuracy,33,Qd7,33. Qd7,1
Black,inaccuracy,33,Qe2+,33. Qe2+,1
Black,inaccuracy,33,Qf4,33. Qf4,1
Black,inaccuracy,33,Qf4+,33. Qf4+,1
Black,inaccuracy,33,Qf5,33. Qf5,1
Black,inaccuracy,33,Qf6,33. Qf6,1
Black,inaccuracy,33,Qf7,33. Qf7,1
Black,inaccuracy,33,Qg3,33. Qg3,1
Black,inaccuracy,33,Qg3+,33. Qg3+,1
Black,inaccuracy,33,Qg6,33. Qg6,1
Black,inaccuracy,33,Qg7,33. Qg7,1
Black,inaccuracy,33,Qh2+,33. Qh2+,1
Black,inaccuracy,33,Qh5,33. Qh5,1
Black,inaccuracy,33,Qh6,33. Qh6,1
Black,inaccuracy,33,Qxa3,33. Qxa3,1
Black,inaccuracy,33,Qxa4+,33. Qxa4+,1
Black,inaccuracy,33,Qxb3,33. Qxb3,1
Black,inaccuracy,33,Qxb4,33. Qxb4,1
Black,inaccuracy,33,Qxe4,33. Qxe4,1
Black,inaccuracy,33,Qxe4+,33. Qxe4+,1
Black,inaccuracy,33,Qxf1+,33. Qxf1+,1
Black,inaccuracy,33,R3xc4,33. R3xc4,1
Black,inaccuracy,33,Ra1+,33. Ra1+,1
Black,inaccuracy,33,Ra2,33. Ra2,1
Black,inaccuracy,33,Ra4,33. Ra4,1
Black,inaccuracy,33,Ra6,33. Ra6,1
Black,inaccuracy,33,Ra7,33. Ra7,1
Black,inaccuracy,33,Ra8,33. Ra8,1
Black,inaccuracy,33,Raa2,33. Raa2,1
Black,inaccuracy,33,Rad8,33. Rad8,1
Black,inaccuracy,33,Rb1+,33. Rb1+,1
Black,inaccuracy,33,Rb2,33. Rb2,1
Black,inaccuracy,33,Rb2+,33. Rb2+,1
Black,inaccuracy,33,Rb3,33. Rb3,1
Black,inaccuracy,33,Rb7,33. Rb7,1
Black,inaccuracy,33,Rbb8,33. Rbb8,1
Black,inaccuracy,33,Rc1,33. Rc1,1
Black,inaccuracy,33,Rc3+,33. Rc3+,1
Black,inaccuracy,33,Rc4,33. Rc4,1
Black,inaccuracy,33,Rc5,33. Rc5,1
Black,inaccuracy,33,Rcc2,33. Rcc2,1
Black,inaccuracy,33,Rd1,33. Rd1,1
Black,inaccuracy,33,Rd2+,33. Rd2+,1
Black,inaccuracy,33,Rd4+,33. Rd4+,1
Black,inaccuracy,33,Rd5,33. Rd5,1
Black,inaccuracy,33,Rd7,33. Rd7,1
Black,inaccuracy,33,Re3+,33. Re3+,1
Black,inaccuracy,33,Re5,33. Re5,1
Black,inaccuracy,33,Re6,33. Re6,1
Black,inaccuracy,33,Re7,33. Re7,1
Black,inaccuracy,33,Rec8,33. Rec8,1
Black,inaccuracy,33,Rf2+,33. Rf2+,1
Black,inaccuracy,33,Rf5,33. Rf5,1
Black,inaccuracy,33,Rf6,33. Rf6,1
Black,inaccuracy,33,Rfe8,33. Rfe8,1
Black,inaccuracy,33,Rg1,33. Rg1,1
Black,inaccuracy,33,Rg5,33. Rg5,1
Black,inaccuracy,33,Rgf8,33. Rgf8,1
Black,inaccuracy,33,Rgxg2+,33. Rgxg2+,1
Black,inaccuracy,33,Rh5,33. Rh5,1
Black,inaccuracy,33,Rh8,33. Rh8,1
Black,inaccuracy,33,Rhe2,33. Rhe2,1
Black,inaccuracy,33,Rxa4,33. Rxa4,1
Black,inaccuracy,33,Rxa5,33. Rxa5,1
Black,inaccuracy,33,Rxa8,33. Rxa8,1
