side,error_type,move_number,san,move_san,count
Black,blunder,24,Bxh3,24. Bxh3,1
Black,blunder,24,Ke6,24. Ke6,1
Black,blunder,24,Ke7,24. Ke7,1
Black,blunder,24,Kf8,24. Kf8,1
Black,blunder,24,Kh6,24. Kh6,1
Black,blunder,24,N6xe5,24. N6xe5,1
Black,blunder,24,Nb4,24. Nb4,1
Black,blunder,24,Nb6,24. Nb6,1
Black,blunder,24,Nc3+,24. Nc3+,1
Black,blunder,24,Ncxd6+,24. Ncxd6+,1
Black,blunder,24,Nd3,24. Nd3,1
Black,blunder,24,Nd4,24. Nd4,1
Black,blunder,24,Nd5,24. Nd5,1
Black,blunder,24,Nd5+,24. Nd5+,1
Black,blunder,24,Nd8,24. Nd8,1
Black,blunder,24,Ne2,24. Ne2,1
Black,blunder,24,Ne5,24. Ne5,1
Black,blunder,24,Ne8,24. Ne8,1
Black,blunder,24,Nf3,24. Nf3,1
Black,blunder,24,Nf4+,24. Nf4+,1
Black,blunder,24,Nf6,24. Nf6,1
Black,blunder,24,Ng6,24. Ng6,1
Black,blunder,24,Ng7,24. Ng7,1
Black,blunder,24,Nh3+,24. Nh3+,1
Black,blunder,24,Nh5,24. Nh5,1
Black,blunder,24,Nh6,24. Nh6,1
Black,blunder,24,Nxc2,24. Nxc2,1
Black,blunder,24,Nxc3,24. Nxc3,1
Black,blunder,24,Nxc3+,24. Nxc3+,1
Black,blunder,24,Nxd1,24. Nxd1,1
Black,blunder,24,Nxg3+,24. Nxg3+,1
Black,blunder,24,Nxg4,24. Nxg4,1
Black,blunder,24,O-O,24. O-O,1
Black,blunder,24,O-O-O,24. O-O-O,1
Black,blunder,24,Qa3,24. Qa3,1
Black,blunder,24,Qa4,24. Qa4,1
Black,blunder,24,Qa5,24. Qa5,1
Black,blunder,24,Qb3,24. Qb3,1
Black,blunder,24,Qb6+,24. Qb6+,1
Black,blunder,24,Qb8,24. Qb8,1
Black,blunder,24,Qc6,24. Qc6,1
Black,blunder,24,Qd3,24. Qd3,1
Black,blunder,24,Qd3+,24. Qd3+,1
Black,blunder,24,Qe2,24. Qe2,1
Black,blunder,24,Qe2+,24. Qe2+,1
Black,blunder,24,Qe3+,24. Qe3+,1
Black,blunder,24,Qe6,24. Qe6,1
Black,blunder,24,Qf2+,24. Qf2+,1
Black,blunder,24,Qf3,24. Qf3,1
Black,blunder,24,Qf4,24. Qf4,1
Black,blunder,24,Qf4+,24. Qf4+,1
Black,blunder,24,Qf5,24. Qf5,1
Black,blunder,24,Qg3+,24. Qg3+,1
Black,blunder,24,Qg4+,24. Qg4+,1
Black,blunder,24,Qg6+,24. Qg6+,1
Black,blunder,24,Qg8,24. Qg8,1
Black,blunder,24,Qh2,24. Qh2,1
Black,blunder,24,Qh3+,24. Qh3+,1
Black,blunder,24,Qh6+,24. Qh6+,1
Black,blunder,24,Qh8,24. Qh8,1
Black,blunder,24,Qxb2,24. Qxb2,1
Black,blunder,24,Qxb2+,24. Qxb2+,1
Black,blunder,24,Qxc3,24. Qxc3,1
Black,blunder,24,Qxc6,24. Qxc6,1
Black,blunder,24,Qxd6,24. Qxd6,1
Black,blunder,24,Qxe2,24. Qxe2,1
Black,blunder,24,Qxf3,24. Qxf3,1
Black,blunder,24,Qxf4,24. Qxf4,1
Black,blunder,24,Qxg2,24. Qxg2,1
Black,blunder,24,Qxh2,24. Qxh2,1
Black,blunder,24,Qxh2+,24. Qxh2+,1
Black,blunder,24,R5d7,24. R5d7,1
Black,blunder,24,R5f7,24. R5f7,1
Black,blunder,24,R8c3,24. R8c3,1
Black,blunder,24,Ra6,24. Ra6,1
Black,blunder,24,Ra6+,24. Ra6+,1
Black,blunder,24,Ra7,24. Ra7,1
Black,blunder,24,Rb4,24. Rb4,1
Black,blunder,24,Rb5,24. Rb5,1
Black,blunder,24,Rb7,24. Rb7,1
Black,blunder,24,Rb8,24. Rb8,1
Black,blunder,24,Rc2,24. Rc2,1
Black,blunder,24,Rc2+,24. Rc2+,1
Black,blunder,24,Rc5,24. Rc5,1
Black,blunder,24,Rc8+,24. Rc8+,1
Black,blunder,24,Rce8,24. Rce8,1
Black,blunder,24,Rd1,24. Rd1,1
Black,blunder,24,Rd1+,24. Rd1+,1
Black,blunder,24,Rd6,24. Rd6,1
Black,blunder,24,Rd7,24. Rd7,1
Black,blunder,24,Rde8,24. Rde8,1
Black,blunder,24,Rdxd2,24. Rdxd2,1
Black,blunder,24,Re4,24. Re4,1
Black,blunder,24,Re6,24. Re6,1
Black,blunder,24,Re8+,24. Re8+,1
Black,blunder,24,Red8,24. Red8,1
Black,blunder,24,Rf7,24. Rf7,1
Black,blunder,24,Rf8+,24. Rf8+,1
Black,blunder,24,Rfd8,24. Rfd8,1
Black,blunder,24,Rfe8+,24. Rfe8+,1
Black,blunder,24,Rg7,24. Rg7,1
Black,blunder,24,Rh3,24. Rh3,1
Black,blunder,24,Rh5,24. Rh5,1
Black,blunder,24,Rh8+,24. Rh8+,1
Black,blunder,24,Rhe8,24. Rhe8,1
Black,blunder,24,Rxa1,24. Rxa1,1
Black,blunder,24,Rxc2,24. Rxc2,1
Black,blunder,24,Rxd2+,24. Rxd2+,1
Black,blunder,24,Rxd6,24. Rxd6,1
Black,blunder,24,Rxe2,24. Rxe2,1
Black,blunder,24,Rxf1+,24. Rxf1+,1
Black,blunder,24,Rxg4+,24. Rxg4+,1
Black,blunder,24,Rxh1,24. Rxh1,1
Black,blunder,24,axb5,24. axb5,1
Black,blunder,24,bxa2,24. bxa2,1
Black,blunder,24,bxc6,24. bxc6,1
Black,blunder,24,cxb3,24. cxb3,1
Black,blunder,24,cxb4,24. cxb4,1
Black,blunder,24,cxb6,24. cxb6,1
Black,blunder,24,cxd4,24. cxd4,1
Black,blunder,24,dxc3,24. dxc3,1
Black,blunder,24,dxe4,24. dxe4,1
Black,blunder,24,exd3,24. exd3,1
Black,blunder,24,f5,24. f5,1
Black,blunder,24,fxe3,24. fxe3,1
Black,blunder,24,fxg6,24. fxg6,1
Black,blunder,24,g5+,24. g5+,1
Black,blunder,24,gxf6,24. gxf6,1
Black,blunder,25,Ba5,25. Ba5,1
Black,blunder,25,Bb2,25. Bb2,1
Black,blunder,25,Bb6,25. Bb6,1
Black,blunder,25,Bc4,25. Bc4,1
Black,blunder,25,Bc5,25. Bc5,1
Black,blunder,25,Bd3,25. Bd3,1
Black,blunder,25,Bd4,25. Bd4,1
Black,blunder,25,Bd5,25. Bd5,1
Black,blunder,25,Bd7,25. Bd7,1
Black,blunder,25,Be6,25. Be6,1
Black,blunder,25,Bf2,25. Bf2,1
Black,blunder,25,Bf4,25. Bf4,1
Black,blunder,25,Bg6,25. Bg6,1
Black,blunder,25,Bg7,25. Bg7,1
Black,blunder,25,Bh3,25. Bh3,1
Black,blunder,25,Bh4+,25. Bh4+,1
Black,blunder,25,Bh6,25. Bh6,1
Black,blunder,25,Bh8,25. Bh8,1
Black,blunder,25,Bxc3,25. Bxc3,1
Black,blunder,25,Bxd2+,25. Bxd2+,1
Black,blunder,25,Bxd3,25. Bxd3,1
Black,blunder,25,Bxd5,25. Bxd5,1
Black,blunder,25,Bxe4,25. Bxe4,1
Black,blunder,25,Bxe5+,25. Bxe5+,1
Black,blunder,25,Bxe8,25. Bxe8,1
Black,blunder,25,Bxf2,25. Bxf2,1
Black,blunder,25,Bxf8,25. Bxf8,1
Black,blunder,25,Bxg2+,25. Bxg2+,1
Black,blunder,25,Bxg3,25. Bxg3,1
Black,blunder,25,Bxg4,25. Bxg4,1
Black,blunder,25,Bxg4+,25. Bxg4+,1
Black,blunder,25,Bxh3,25. Bxh3,1
Black,blunder,25,Bxh6,25. Bxh6,1
Black,blunder,25,Kb6,25. Kb6,1
Black,blunder,25,Kb8,25. Kb8,1
Black,blunder,25,Kd7,25. Kd7,1
Black,blunder,25,Kh5,25. Kh5,1
Black,blunder,25,Kh7,25. Kh7,1
Black,blunder,25,Kxd8,25. Kxd8,1
Black,blunder,25,N6e5,25. N6e5,1
Black,blunder,25,Nb3,25. Nb3,1
Black,blunder,25,Nd4,25. Nd4,1
Black,blunder,25,Nd6,25. Nd6,1
Black,blunder,25,Nd7,25. Nd7,1
Black,blunder,25,Nd8,25. Nd8,1
Black,blunder,25,Ne3,25. Ne3,1
Black,blunder,25,Ne4+,25. Ne4+,1
Black,blunder,25,Ne7,25. Ne7,1
Black,blunder,25,Nf2+,25. Nf2+,1
Black,blunder,25,Nf3+,25. Nf3+,1
Black,blunder,25,Ng3,25. Ng3,1
Black,blunder,25,Ng5,25. Ng5,1
Black,blunder,25,Ng6,25. Ng6,1
Black,blunder,25,Nxb1,25. Nxb1,1
Black,blunder,25,Nxb4,25. Nxb4,1
Black,blunder,25,Nxc2,25. Nxc2,1
Black,blunder,25,Nxc3,25. Nxc3,1
Black,blunder,25,Nxc4,25. Nxc4,1
Black,blunder,25,Nxd1,25. Nxd1,1
Black,blunder,25,Nxd5,25. Nxd5,1
Black,blunder,25,Nxe3,25. Nxe3,1
Black,blunder,25,Nxe5,25. Nxe5,1
Black,blunder,25,Nxf3,25. Nxf3,1
Black,blunder,25,Nxf7,25. Nxf7,1
Black,blunder,25,Nxh4,25. Nxh4,1
Black,blunder,25,Nxh5,25. Nxh5,1
Black,blunder,25,Qa1+,25. Qa1+,1
Black,blunder,25,Qa5,25. Qa5,1
Black,blunder,25,Qa6,25. Qa6,1
Black,blunder,25,Qa8,25. Qa8,1
Black,blunder,25,Qb1+,25. Qb1+,1
Black,blunder,25,Qb2+,25. Qb2+,1
Black,blunder,25,Qb5,25. Qb5,1
Black,blunder,25,Qc3,25. Qc3,1
Black,blunder,25,Qc3+,25. Qc3+,1
Black,blunder,25,Qc5,25. Qc5,1
Black,blunder,25,Qd7,25. Qd7,1
Black,blunder,25,Qd8,25. Qd8,1
Black,blunder,25,Qe2,25. Qe2,1
Black,blunder,25,Qe2+,25. Qe2+,1
Black,blunder,25,Qe5,25. Qe5,1
Black,blunder,25,Qe6,25. Qe6,1
Black,blunder,25,Qf4+,25. Qf4+,1
Black,blunder,25,Qf7,25. Qf7,1
Black,blunder,25,Qg2+,25. Qg2+,1
Black,blunder,25,Qg5+,25. Qg5+,1
Black,blunder,25,Qg6+,25. Qg6+,1
Black,blunder,25,Qh4,25. Qh4,1
Black,blunder,25,Qxb2,25. Qxb2,1
Black,blunder,25,Qxc2,25. Qxc2,1
Black,blunder,25,Qxc4,25. Qxc4,1
Black,blunder,25,Qxc5,25. Qxc5,1
Black,blunder,25,Qxe4+,25. Qxe4+,1
Black,blunder,25,Qxe5,25. Qxe5,1
Black,blunder,25,Qxf2+,25. Qxf2+,1
Black,blunder,25,Qxg2,25. Qxg2,1
Black,blunder,25,Qxg3+,25. Qxg3+,1
Black,blunder,25,Qxg5,25. Qxg5,1
Black,blunder,25,Qxg7,25. Qxg7,1
Black,blunder,25,Qxh4,25. Qxh4,1
Black,blunder,25,Qxh4+,25. Qxh4+,1
Black,blunder,25,Qxh5,25. Qxh5,1
Black,blunder,25,Ra2,25. Ra2,1
Black,blunder,25,Ra8,25. Ra8,1
Black,blunder,25,Rad8+,25. Rad8+,1
Black,blunder,25,Rag8,25. Rag8,1
Black,blunder,25,Rb1,25. Rb1,1
Black,blunder,25,Rb4,25. Rb4,1
Black,blunder,25,Rb5,25. Rb5,1
Black,blunder,25,Rb8,25. Rb8,1
Black,blunder,25,Rbc8,25. Rbc8,1
Black,blunder,25,Rc1+,25. Rc1+,1
Black,blunder,25,Rc4,25. Rc4,1
Black,blunder,25,Rc6,25. Rc6,1
Black,blunder,25,Rc7,25. Rc7,1
Black,blunder,25,Rd8+,25. Rd8+,1
Black,blunder,25,Rdd2,25. Rdd2,1
Black,blunder,25,Rdxg2,25. Rdxg2,1
Black,blunder,25,Re1,25. Re1,1
Black,blunder,25,Re8+,25. Re8+,1
Black,blunder,25,Ree7,25. Ree7,1
Black,blunder,25,Rf5,25. Rf5,1
Black,blunder,25,Rfe8,25. Rfe8,1
Black,blunder,25,Rfg8,25. Rfg8,1
Black,blunder,25,Rg7,25. Rg7,1
Black,blunder,25,Rh7,25. Rh7,1
Black,blunder,25,Rxa2,25. Rxa2,1
Black,blunder,25,Rxb2,25. Rxb2,1
Black,blunder,25,Rxb2+,25. Rxb2+,1
Black,blunder,25,Rxb3,25. Rxb3,1
Black,blunder,25,Rxc1,25. Rxc1,1
Black,blunder,25,Rxd3+,25. Rxd3+,1
Black,blunder,25,Rxd4,25. Rxd4,1
Black,blunder,25,Rxd4+,25. Rxd4+,1
Black,blunder,25,Rxe1,25. Rxe1,1
Black,blunder,25,Rxe4,25. Rxe4,1
Black,blunder,25,Rxe5,25. Rxe5,1
Black,blunder,25,Rxe5+,25. Rxe5+,1
Black,blunder,25,Rxf2,25. Rxf2,1
Black,blunder,25,Rxg2,25. Rxg2,1
Black,blunder,25,a3,25. a3,1
Black,blunder,25,a4,25. a4,1
Black,blunder,25,b5,25. b5,1
Black,blunder,25,bxc4,25. bxc4,1
Black,blunder,25,cxb4,25. cxb4,1
Black,blunder,25,d2,25. d2,1
Black,blunder,25,d5,25. d5,1
Black,blunder,25,e2,25. e2,1
Black,blunder,25,exf5,25. exf5,1
Black,blunder,25,f5+,25. f5+,1
Black,blunder,25,fxg6,25. fxg6,1
Black,blunder,25,gxf6,25. gxf6,1
Black,blunder,25,h2+,25. h2+,1
Black,blunder,25,h5,25. h5,1
Black,blunder,25,hxg3,25. hxg3,1
Black,blunder,26,Ba3,26. Ba3,1
Black,blunder,26,Ba4,26. Ba4,1
Black,blunder,26,Bb5,26. Bb5,1
Black,blunder,26,Bb7,26. Bb7,1
Black,blunder,26,Bc5,26. Bc5,1
Black,blunder,26,Bc6,26. Bc6,1
Black,blunder,26,Bc7,26. Bc7,1
Black,blunder,26,Bd3+,26. Bd3+,1
Black,blunder,26,Bd5,26. Bd5,1
Black,blunder,26,Bd6,26. Bd6,1
Black,blunder,26,Bd7,26. Bd7,1
Black,blunder,26,Be7,26. Be7,1
Black,blunder,26,Bf4,26. Bf4,1
Black,blunder,26,Bf5,26. Bf5,1
Black,blunder,26,Bf5+,26. Bf5+,1
Black,blunder,26,Bf7,26. Bf7,1
Black,blunder,26,Bf8,26. Bf8,1
Black,blunder,26,Bg2,26. Bg2,1
Black,blunder,26,Bg3+,26. Bg3+,1
Black,blunder,26,Bg6,26. Bg6,1
Black,blunder,26,Bh3,26. Bh3,1
Black,blunder,26,Bxa4,26. Bxa4,1
Black,blunder,26,Bxb1,26. Bxb1,1
Black,blunder,26,Bxb3,26. Bxb3,1
Black,blunder,26,Bxc1,26. Bxc1,1
Black,blunder,26,Bxc1+,26. Bxc1+,1
Black,blunder,26,Bxc2,26. Bxc2,1
Black,blunder,26,Bxd3,26. Bxd3,1
Black,blunder,26,Bxd5,26. Bxd5,1
Black,blunder,26,Bxe5,26. Bxe5,1
Black,blunder,26,Bxe7,26. Bxe7,1
Black,blunder,26,Bxf1,26. Bxf1,1
Black,blunder,26,Bxf4,26. Bxf4,1
Black,blunder,26,Bxg5,26. Bxg5,1
Black,blunder,26,Bxh3,26. Bxh3,1
Black,blunder,26,Ka7,26. Ka7,1
Black,blunder,26,Kb7,26. Kb7,1
Black,blunder,26,Kd4,26. Kd4,1
Black,blunder,26,Kd7,26. Kd7,1
Black,blunder,26,Kh6,26. Kh6,1
Black,blunder,26,Kh8,26. Kh8,1
Black,blunder,26,Kxg6,26. Kxg6,1
Black,blunder,26,Na6,26. Na6,1
Black,blunder,26,Nc4,26. Nc4,1
Black,blunder,26,Nd2,26. Nd2,1
Black,blunder,26,Ne2+,26. Ne2+,1
Black,blunder,26,Ne4+,26. Ne4+,1
Black,blunder,26,Ne6,26. Ne6,1
Black,blunder,26,Ne7,26. Ne7,1
Black,blunder,26,Nf2,26. Nf2,1
Black,blunder,26,Nf3,26. Nf3,1
Black,blunder,26,Nf3+,26. Nf3+,1
Black,blunder,26,Nf4,26. Nf4,1
Black,blunder,26,Nh3,26. Nh3,1
Black,blunder,26,Nh5,26. Nh5,1
Black,blunder,26,Nxc3,26. Nxc3,1
Black,blunder,26,Nxc5,26. Nxc5,1
Black,blunder,26,Nxd1,26. Nxd1,1
Black,blunder,26,Nxd3,26. Nxd3,1
Black,blunder,26,Nxe1,26. Nxe1,1
Black,blunder,26,Nxf3,26. Nxf3,1
Black,blunder,26,Nxf3+,26. Nxf3+,1
Black,blunder,26,Qa4,26. Qa4,1
Black,blunder,26,Qa6,26. Qa6,1
Black,blunder,26,Qb2,26. Qb2,1
Black,blunder,26,Qb3,26. Qb3,1
Black,blunder,26,Qb4,26. Qb4,1
Black,blunder,26,Qb5,26. Qb5,1
Black,blunder,26,Qb6+,26. Qb6+,1
Black,blunder,26,Qb8,26. Qb8,1
Black,blunder,26,Qc2,26. Qc2,1
Black,blunder,26,Qc2+,26. Qc2+,1
Black,blunder,26,Qc3,26. Qc3,1
Black,blunder,26,Qc4,26. Qc4,1
Black,blunder,26,Qc6,26. Qc6,1
Black,blunder,26,Qc6+,26. Qc6+,1
Black,blunder,26,Qc7,26. Qc7,1
Black,blunder,26,Qd2,26. Qd2,1
Black,blunder,26,Qd5,26. Qd5,1
Black,blunder,26,Qd6,26. Qd6,1
Black,blunder,26,Qe5+,26. Qe5+,1
Black,blunder,26,Qe7,26. Qe7,1
Black,blunder,26,Qf2,26. Qf2,1
Black,blunder,26,Qf3,26. Qf3,1
Black,blunder,26,Qf5,26. Qf5,1
Black,blunder,26,Qf5+,26. Qf5+,1
Black,blunder,26,Qf7,26. Qf7,1
Black,blunder,26,Qg2+,26. Qg2+,1
Black,blunder,26,Qg3,26. Qg3,1
Black,blunder,26,Qg4,26. Qg4,1
Black,blunder,26,Qg6,26. Qg6,1
Black,blunder,26,Qh4+,26. Qh4+,1
Black,blunder,26,Qxa2,26. Qxa2,1
Black,blunder,26,Qxb3,26. Qxb3,1
Black,blunder,26,Qxc6,26. Qxc6,1
Black,blunder,26,Qxd2+,26. Qxd2+,1
Black,blunder,26,Qxd3+,26. Qxd3+,1
Black,blunder,26,Qxe5,26. Qxe5,1
Black,blunder,26,Qxf2,26. Qxf2,1
Black,blunder,26,Qxf2+,26. Qxf2+,1
Black,blunder,26,Qxf8,26. Qxf8,1
Black,blunder,26,Qxg2+,26. Qxg2+,1
Black,blunder,26,Qxg6,26. Qxg6,1
Black,blunder,26,Qxh1,26. Qxh1,1
Black,blunder,26,Qxh2,26. Qxh2,1
Black,blunder,26,Qxh5,26. Qxh5,1
Black,blunder,26,R2e4,26. R2e4,1
Black,blunder,26,Ra1+,26. Ra1+,1
Black,blunder,26,Ra2,26. Ra2,1
Black,blunder,26,Ra3,26. Ra3,1
Black,blunder,26,Rae8,26. Rae8,1
Black,blunder,26,Raf8,26. Raf8,1
Black,blunder,26,Rb1+,26. Rb1+,1
Black,blunder,26,Rb3,26. Rb3,1
Black,blunder,26,Rb4,26. Rb4,1
Black,blunder,26,Rb5,26. Rb5,1
Black,blunder,26,Rb7,26. Rb7,1
Black,blunder,26,Rc2+,26. Rc2+,1
Black,blunder,26,Rc7,26. Rc7,1
Black,blunder,26,Rc8,26. Rc8,1
Black,blunder,26,Rcd8,26. Rcd8,1
Black,blunder,26,Rd3,26. Rd3,1
Black,blunder,26,Rd6,26. Rd6,1
Black,blunder,26,Rdf8,26. Rdf8,1
Black,blunder,26,Rdg8,26. Rdg8,1
Black,blunder,26,Re1+,26. Re1+,1
Black,blunder,26,Re4+,26. Re4+,1
Black,blunder,26,Re5,26. Re5,1
Black,blunder,26,Re7,26. Re7,1
Black,blunder,26,Rf6,26. Rf6,1
Black,blunder,26,Rf7,26. Rf7,1
Black,blunder,26,Rfd8,26. Rfd8,1
Black,blunder,26,Rfh5,26. Rfh5,1
Black,blunder,26,Rg5,26. Rg5,1
Black,blunder,26,Rhe8,26. Rhe8,1
Black,blunder,26,Rhg4,26. Rhg4,1
Black,blunder,26,Rhxh3+,26. Rhxh3+,1
Black,blunder,26,Rxa2,26. Rxa2,1
Black,blunder,26,Rxa3,26. Rxa3,1
Black,blunder,26,Rxa4,26. Rxa4,1
Black,blunder,26,Rxb1,26. Rxb1,1
Black,blunder,26,Rxb7,26. Rxb7,1
Black,blunder,26,Rxc3,26. Rxc3,1
Black,blunder,26,Rxd1+,26. Rxd1+,1
Black,blunder,26,Rxd4,26. Rxd4,1
Black,blunder,26,Rxd5,26. Rxd5,1
Black,blunder,26,Rxe3+,26. Rxe3+,1
Black,blunder,26,Rxf1+,26. Rxf1+,1
Black,blunder,26,Rxf3,26. Rxf3,1
Black,blunder,26,Rxf4,26. Rxf4,1
Black,blunder,26,Rxg2+,26. Rxg2+,1
Black,blunder,26,Rxg3,26. Rxg3,1
Black,blunder,26,Rxg3+,26. Rxg3+,1
Black,blunder,26,Rxg5,26. Rxg5,1
Black,blunder,26,a4,26. a4,1
Black,blunder,26,axb4,26. axb4,1
Black,blunder,26,b3,26. b3,1
Black,blunder,26,b4,26. b4,1
Black,blunder,26,b6+,26. b6+,1
Black,blunder,26,c5,26. c5,1
Black,blunder,26,d2,26. d2,1
Black,blunder,26,d3,26. d3,1
Black,blunder,26,d6,26. d6,1
Black,blunder,26,e2,26. e2,1
Black,blunder,26,e5,26. e5,1
Black,blunder,26,fxe4,26. fxe4,1
Black,blunder,26,fxg3,26. fxg3,1
Black,blunder,26,fxg4,26. fxg4,1
Black,blunder,26,fxg6,26. fxg6,1
Black,blunder,26,g5+,26. g5+,1
Black,blunder,26,gxf4,26. gxf4,1
Black,blunder,26,hxg5,26. hxg5,1
Black,blunder,27,Ba6+,27. Ba6+,1
Black,blunder,27,Bb6,27. Bb6,1
Black,blunder,27,Bc5,27. Bc5,1
Black,blunder,27,Bd5,27. Bd5,1
Black,blunder,27,Bd7,27. Bd7,1
Black,blunder,27,Bd8,27. Bd8,1
Black,blunder,27,Be5,27. Be5,1
Black,blunder,27,Be6,27. Be6,1
Black,blunder,27,Bf1,27. Bf1,1
Black,blunder,27,Bf4,27. Bf4,1
Black,blunder,27,Bg2,27. Bg2,1
Black,blunder,27,Bg4,27. Bg4,1
Black,blunder,27,Bg5,27. Bg5,1
Black,blunder,27,Bg6,27. Bg6,1
Black,blunder,27,Bxb3,27. Bxb3,1
Black,blunder,27,Bxb7,27. Bxb7,1
Black,blunder,27,Bxc4,27. Bxc4,1
Black,blunder,27,Bxd5,27. Bxd5,1
Black,blunder,27,Bxf2+,27. Bxf2+,1
Black,blunder,27,Bxf5,27. Bxf5,1
Black,blunder,27,Ka5,27. Ka5,1
Black,blunder,27,Kb7,27. Kb7,1
Black,blunder,27,Kd2,27. Kd2,1
Black,blunder,27,Kd8,27. Kd8,1
Black,blunder,27,Ke7,27. Ke7,1
Black,blunder,27,Kf7,27. Kf7,1
Black,blunder,27,Kg5,27. Kg5,1
Black,blunder,27,Kg6,27. Kg6,1
Black,blunder,27,Kg8,27. Kg8,1
Black,blunder,27,Kxf8,27. Kxf8,1
Black,blunder,27,Nc3,27. Nc3,1
Black,blunder,27,Nc5,27. Nc5,1
Black,blunder,27,Nc5+,27. Nc5+,1
Black,blunder,27,Nd5,27. Nd5,1
Black,blunder,27,Nd5+,27. Nd5+,1
Black,blunder,27,Ne3,27. Ne3,1
Black,blunder,27,Ne4,27. Ne4,1
Black,blunder,27,Nf3,27. Nf3,1
Black,blunder,27,Nf5,27. Nf5,1
Black,blunder,27,Ng3+,27. Ng3+,1
Black,blunder,27,Ng4,27. Ng4,1
Black,blunder,27,Ng6,27. Ng6,1
Black,blunder,27,Nh4,27. Nh4,1
Black,blunder,27,Nxc4,27. Nxc4,1
Black,blunder,27,Nxc6,27. Nxc6,1
Black,blunder,27,Nxd3,27. Nxd3,1
Black,blunder,27,Nxe5,27. Nxe5,1
Black,blunder,27,Nxg2,27. Nxg2,1
Black,blunder,27,Nxg3,27. Nxg3,1
Black,blunder,27,Nxg3+,27. Nxg3+,1
Black,blunder,27,Qa1+,27. Qa1+,1
Black,blunder,27,Qa3,27. Qa3,1
Black,blunder,27,Qa5,27. Qa5,1
Black,blunder,27,Qa8,27. Qa8,1
Black,blunder,27,Qb3,27. Qb3,1
Black,blunder,27,Qb5,27. Qb5,1
Black,blunder,27,Qb8,27. Qb8,1
Black,blunder,27,Qc7,27. Qc7,1
Black,blunder,27,Qd2,27. Qd2,1
Black,blunder,27,Qd3,27. Qd3,1
Black,blunder,27,Qd4,27. Qd4,1
Black,blunder,27,Qd4+,27. Qd4+,1
Black,blunder,27,Qd5,27. Qd5,1
Black,blunder,27,Qd6,27. Qd6,1
Black,blunder,27,Qd7,27. Qd7,1
Black,blunder,27,Qe1+,27. Qe1+,1
Black,blunder,27,Qe2,27. Qe2,1
Black,blunder,27,Qe5,27. Qe5,1
Black,blunder,27,Qe6,27. Qe6,1
Black,blunder,27,Qf1+,27. Qf1+,1
Black,blunder,27,Qf3+,27. Qf3+,1
Black,blunder,27,Qf4+,27. Qf4+,1
Black,blunder,27,Qf5+,27. Qf5+,1
Black,blunder,27,Qg3,27. Qg3,1
Black,blunder,27,Qg6,27. Qg6,1
Black,blunder,27,Qh3,27. Qh3,1
Black,blunder,27,Qh4,27. Qh4,1
Black,blunder,27,Qh5+,27. Qh5+,1
Black,blunder,27,Qh6,27. Qh6,1
Black,blunder,27,Qxa2,27. Qxa2,1
Black,blunder,27,Qxc1,27. Qxc1,1
Black,blunder,27,Qxc3,27. Qxc3,1
Black,blunder,27,Qxc4,27. Qxc4,1
Black,blunder,27,Qxc5+,27. Qxc5+,1
Black,blunder,27,Qxc6,27. Qxc6,1
Black,blunder,27,Qxd2+,27. Qxd2+,1
Black,blunder,27,Qxe1+,27. Qxe1+,1
Black,blunder,27,Qxe4,27. Qxe4,1
Black,blunder,27,Qxf2+,27. Qxf2+,1
Black,blunder,27,Qxf3+,27. Qxf3+,1
Black,blunder,27,Qxg2+,27. Qxg2+,1
Black,blunder,27,Qxg3,27. Qxg3,1
Black,blunder,27,Qxh1,27. Qxh1,1
Black,blunder,27,Qxh2+,27. Qxh2+,1
Black,blunder,27,Qxh3,27. Qxh3,1
Black,blunder,27,Qxh5,27. Qxh5,1
Black,blunder,27,R2e3,27. R2e3,1
Black,blunder,27,R8d7,27. R8d7,1
Black,blunder,27,Ra3,27. Ra3,1
Black,blunder,27,Raa2,27. Raa2,1
Black,blunder,27,Rab8,27. Rab8,1
Black,blunder,27,Rac8,27. Rac8,1
Black,blunder,27,Raf8,27. Raf8,1
Black,blunder,27,Rb2,27. Rb2,1
Black,blunder,27,Rb4,27. Rb4,1
Black,blunder,27,Rb6,27. Rb6,1
Black,blunder,27,Rbd8,27. Rbd8,1
Black,blunder,27,Rc1,27. Rc1,1
Black,blunder,27,Rc2+,27. Rc2+,1
Black,blunder,27,Rc3,27. Rc3,1
Black,blunder,27,Rc5,27. Rc5,1
Black,blunder,27,Rc7,27. Rc7,1
Black,blunder,27,Rce8,27. Rce8,1
Black,blunder,27,Rd3,27. Rd3,1
Black,blunder,27,Rdf8,27. Rdf8,1
Black,blunder,27,Re2+,27. Re2+,1
Black,blunder,27,Re4,27. Re4,1
Black,blunder,27,Reg8,27. Reg8,1
Black,blunder,27,Rf1+,27. Rf1+,1
Black,blunder,27,Rf2,27. Rf2,1
Black,blunder,27,Rf6,27. Rf6,1
Black,blunder,27,Rfe8,27. Rfe8,1
Black,blunder,27,Rg1+,27. Rg1+,1
Black,blunder,27,Rg4,27. Rg4,1
Black,blunder,27,Rg8,27. Rg8,1
Black,blunder,27,Rh1+,27. Rh1+,1
Black,blunder,27,Rxa1,27. Rxa1,1
Black,blunder,27,Rxb3,27. Rxb3,1
Black,blunder,27,Rxc2,27. Rxc2,1
Black,blunder,27,Rxd2,27. Rxd2,1
